Token,PrevPrevToken,PrevToken,NextToken,NextNextToken,IsNumeric,Label
birine,vade,ile,316500,TL,False,DIGER
316500,ile,birine,TL,taşıt,True,TUTAR
TL,birine,316500,taşıt,kredisi,False,DIGER
taşıt,316500,TL,kredisi,kullanmak,False,DIGER
393000,<YOK>,<YOK>,kredi,kullanmak,True,TUTAR
kredi,<YOK>,393000,kullanmak,istiyorum,False,DIGER
kullanmak,393000,kredi,istiyorum,ama,False,DIGER
istiyorum,kredi,kullanmak,ama,maaşı,False,DIGER
ama,kullanmak,istiyorum,maaşı,131500,False,DIGER
maaşı,istiyorum,ama,131500,olan,False,DIGER
131500,ama,maaşı,olan,biri,True,GELIR
olan,maaşı,131500,biri,36500,False,DIGER
biri,131500,olan,36500,TL,False,DIGER
36500,olan,biri,TL,gideri,True,GIDER
TL,biri,36500,gideri,olan,False,DIGER
gideri,36500,TL,olan,birine,False,DIGER
ay,<YOK>,27,vade,ile,False,DIGER
vade,27,ay,ile,aylık,False,DIGER
ile,ay,vade,aylık,masraflarım,False,DIGER
aylık,vade,ile,masraflarım,52000,False,DIGER
masraflarım,ile,aylık,52000,TL,False,DIGER
52000,aylık,masraflarım,TL,ortalama,True,GIDER
TL,masraflarım,52000,ortalama,117000,False,DIGER
ortalama,52000,TL,117000,TL,False,DIGER
117000,TL,ortalama,TL,kazanç,True,GELIR
TL,ortalama,117000,kazanç,sağlıyorum,False,DIGER
kazanç,117000,TL,sağlıyorum,<YOK>,False,DIGER
TL,<YOK>,89000,kredi,isteyen,False,DIGER
kredi,89000,TL,isteyen,kişiye,False,DIGER
isteyen,TL,kredi,kişiye,34,False,DIGER
kişiye,kredi,isteyen,34,aylık,False,DIGER
34,isteyen,kişiye,aylık,<YOK>,True,VADE
aylık,kişiye,34,<YOK>,<YOK>,False,DIGER
108000,<YOK>,<YOK>,dolar,geliri,True,GELIR
dolar,<YOK>,108000,geliri,bulunan,False,DIGER
geliri,108000,dolar,bulunan,birine,False,DIGER
bulunan,dolar,geliri,birine,367500,False,DIGER
birine,geliri,bulunan,367500,kredi,False,DIGER
367500,bulunan,birine,kredi,istiyorum,True,TUTAR
kredi,birine,367500,istiyorum,62000,False,DIGER
istiyorum,367500,kredi,62000,gideri,False,DIGER
62000,kredi,istiyorum,gideri,bulunan,True,GIDER
gideri,istiyorum,62000,bulunan,birine,False,DIGER
bulunan,62000,gideri,birine,<YOK>,False,DIGER
Toplam,<YOK>,<YOK>,gelirim,144500,False,DIGER
gelirim,<YOK>,Toplam,144500,49,False,DIGER
144500,Toplam,gelirim,49,ay,True,GELIR
49,gelirim,144500,ay,vade,True,VADE
ay,144500,49,vade,ile,False,DIGER
36500,<YOK>,<YOK>,gideri,bulunan,True,GIDER
gideri,<YOK>,36500,bulunan,birine,False,DIGER
bulunan,36500,gideri,birine,7,False,DIGER
birine,gideri,bulunan,7,aylık,False,DIGER
7,bulunan,birine,aylık,vade,True,VADE
aylık,birine,7,vade,isteyen,False,DIGER
birine,vade,isteyen,maaşım,15500,False,DIGER
maaşım,isteyen,birine,15500,TL,False,DIGER
15500,birine,maaşım,TL,534000,True,GELIR
TL,maaşım,15500,534000,$'lik,False,DIGER
534000,15500,TL,$'lik,kredi,True,TUTAR
$'lik,TL,534000,kredi,isteyen,False,DIGER
kredi,534000,$'lik,isteyen,birine,False,DIGER
Ortalama,<YOK>,<YOK>,giderim,49000,False,DIGER
giderim,<YOK>,Ortalama,49000,TL,False,DIGER
49000,Ortalama,giderim,TL,27,True,GIDER
TL,giderim,49000,27,ay,False,DIGER
27,49000,TL,ay,vadeli,True,VADE
ay,TL,27,vadeli,ama,False,DIGER
vadeli,27,ay,ama,talep,False,DIGER
ama,ay,vadeli,talep,ettiğim,False,DIGER
talep,vadeli,ama,ettiğim,tutar,False,DIGER
ettiğim,ama,talep,tutar,469000,False,DIGER
tutar,talep,ettiğim,469000,$,False,DIGER
469000,ettiğim,tutar,$,<YOK>,True,TUTAR
$,tutar,469000,<YOK>,<YOK>,False,DIGER
Harcamalarım,<YOK>,<YOK>,44500,TL,False,DIGER
44500,<YOK>,Harcamalarım,TL,541500,True,GIDER
TL,Harcamalarım,44500,541500,euro,False,DIGER
541500,44500,TL,euro,konut,True,TUTAR
euro,TL,541500,konut,kredisi,False,DIGER
konut,541500,euro,kredisi,istiyorum,False,DIGER
kredisi,euro,konut,istiyorum,ve,False,DIGER
ve,kredisi,istiyorum,aylık,46000,False,DIGER
aylık,istiyorum,ve,46000,kazanıyorum,False,DIGER
46000,ve,aylık,kazanıyorum,<YOK>,True,GELIR
kazanıyorum,aylık,46000,<YOK>,<YOK>,False,DIGER
Aylık,<YOK>,<YOK>,masraflarım,7500,False,DIGER
masraflarım,<YOK>,Aylık,7500,dolar,False,DIGER
7500,Aylık,masraflarım,dolar,15000,True,GIDER
dolar,masraflarım,7500,15000,geliri,False,DIGER
15000,7500,dolar,geliri,olan,True,GELIR
geliri,dolar,15000,olan,birine,False,DIGER
olan,15000,geliri,birine,ve,False,DIGER
birine,geliri,olan,ve,25,False,DIGER
ve,olan,birine,25,ay,False,DIGER
25,birine,ve,ay,vadeyle,True,VADE
ay,ve,25,vadeyle,kredi,False,DIGER
60,<YOK>,<YOK>,ay,içinde,True,VADE
ay,<YOK>,60,içinde,ödemek,False,DIGER
istiyorum,içinde,ödemek,ama,502500,False,DIGER
ama,ödemek,istiyorum,502500,TL'lik,False,DIGER
502500,istiyorum,ama,TL'lik,kredi,True,TUTAR
TL'lik,ama,502500,kredi,isteyen,False,DIGER
kredi,502500,TL'lik,isteyen,birine,False,DIGER
birine,kredi,isteyen,ve,elime,False,DIGER
ve,isteyen,birine,elime,85500,False,DIGER
elime,birine,ve,85500,€,False,DIGER
85500,ve,elime,€,geçiyor,True,GELIR
€,elime,85500,geçiyor,<YOK>,False,DIGER
geçiyor,85500,€,<YOK>,<YOK>,False,DIGER
Maaşım,<YOK>,<YOK>,103500,USD,False,DIGER
103500,<YOK>,Maaşım,USD,ve,True,GELIR
USD,Maaşım,103500,ve,251500,False,DIGER
ve,103500,USD,251500,TL,False,DIGER
251500,USD,ve,TL,taşıt,True,TUTAR
TL,ve,251500,taşıt,kredisi,False,DIGER
taşıt,251500,TL,kredisi,kullanmak,False,DIGER
istiyorum,kredisi,kullanmak,ve,harcamalarım,False,DIGER
ve,kullanmak,istiyorum,harcamalarım,58500,False,DIGER
harcamalarım,istiyorum,ve,58500,USD,False,DIGER
58500,ve,harcamalarım,USD,ve,True,GIDER
USD,harcamalarım,58500,ve,44,False,DIGER
ve,58500,USD,44,aylık,False,DIGER
44,USD,ve,aylık,vade,True,VADE
aylık,ve,44,vade,isteyen,False,DIGER
vade,44,aylık,isteyen,birine,False,DIGER
48,<YOK>,<YOK>,ay,vadeyle,True,VADE
ay,<YOK>,48,vadeyle,kredi,False,DIGER
birine,kredi,isteyen,ama,talep,False,DIGER
ama,isteyen,birine,talep,ettiğim,False,DIGER
talep,birine,ama,ettiğim,tutar,False,DIGER
ettiğim,ama,talep,tutar,171500,False,DIGER
tutar,talep,ettiğim,171500,$,False,DIGER
171500,ettiğim,tutar,$,ama,True,TUTAR
$,tutar,171500,ama,harcamalarım,False,DIGER
ama,171500,$,harcamalarım,27000,False,DIGER
harcamalarım,$,ama,27000,dolar,False,DIGER
27000,ama,harcamalarım,dolar,<YOK>,True,GIDER
dolar,harcamalarım,27000,<YOK>,<YOK>,False,DIGER
Yaklaşık,<YOK>,<YOK>,513500,$,False,DIGER
513500,<YOK>,Yaklaşık,$,bir,True,TUTAR
$,Yaklaşık,513500,bir,kredi,False,DIGER
bir,513500,$,kredi,istiyorum,False,DIGER
kredi,$,bir,istiyorum,49,False,DIGER
istiyorum,bir,kredi,49,ay,False,DIGER
49,kredi,istiyorum,ay,vade,True,VADE
ay,istiyorum,49,vade,ile,False,DIGER
vade,49,ay,ile,45500,False,DIGER
ile,ay,vade,45500,dolar,False,DIGER
45500,vade,ile,dolar,geliri,True,GELIR
dolar,ile,45500,geliri,olan,False,DIGER
geliri,45500,dolar,olan,birine,False,DIGER
olan,dolar,geliri,birine,ama,False,DIGER
birine,geliri,olan,ama,ortalama,False,DIGER
ama,olan,birine,ortalama,giderim,False,DIGER
ortalama,birine,ama,giderim,16500,False,DIGER
giderim,ama,ortalama,16500,euro,False,DIGER
16500,ortalama,giderim,euro,<YOK>,True,GIDER
euro,giderim,16500,<YOK>,<YOK>,False,DIGER
45000,<YOK>,<YOK>,€,kredi,True,TUTAR
€,<YOK>,45000,kredi,kullanmak,False,DIGER
kredi,45000,€,kullanmak,istiyorum,False,DIGER
aylık,istiyorum,ama,masraflarım,14500,False,DIGER
masraflarım,ama,aylık,14500,TL,False,DIGER
14500,aylık,masraflarım,TL,gelirim,True,GIDER
TL,masraflarım,14500,gelirim,ise,False,DIGER
gelirim,14500,TL,ise,140000,False,DIGER
ise,TL,gelirim,140000,TL,False,DIGER
140000,gelirim,ise,TL,<YOK>,True,GELIR
TL,ise,140000,<YOK>,<YOK>,False,DIGER
72000,<YOK>,<YOK>,geliri,olan,True,GELIR
geliri,<YOK>,72000,olan,birine,False,DIGER
olan,72000,geliri,birine,60,False,DIGER
birine,geliri,olan,60,aylık,False,DIGER
60,olan,birine,aylık,<YOK>,True,VADE
aylık,birine,60,<YOK>,<YOK>,False,DIGER
Harcamalarım,<YOK>,<YOK>,39000,USD,False,DIGER
39000,<YOK>,Harcamalarım,USD,<YOK>,True,GIDER
USD,Harcamalarım,39000,<YOK>,<YOK>,False,DIGER
330000,<YOK>,<YOK>,kredi,isteyen,True,TUTAR
kredi,<YOK>,330000,isteyen,birine,False,DIGER
isteyen,330000,kredi,birine,32,False,DIGER
birine,kredi,isteyen,32,ay,False,DIGER
32,isteyen,birine,ay,vade,True,VADE
ay,birine,32,vade,ile,False,DIGER
birine,vade,ile,ama,70500,False,DIGER
ama,ile,birine,70500,€,False,DIGER
70500,birine,ama,€,geliri,True,GELIR
€,ama,70500,geliri,bulunan,False,DIGER
geliri,70500,€,bulunan,birine,False,DIGER
bulunan,€,geliri,birine,<YOK>,False,DIGER
34500,<YOK>,<YOK>,dolar,gideri,True,GIDER
dolar,<YOK>,34500,gideri,olan,False,DIGER
gideri,34500,dolar,olan,biri,False,DIGER
olan,dolar,gideri,biri,ama,False,DIGER
biri,gideri,olan,ama,396000,False,DIGER
ama,olan,biri,396000,USD,False,DIGER
396000,biri,ama,USD,konut,True,TUTAR
USD,ama,396000,konut,kredisi,False,DIGER
konut,396000,USD,kredisi,istiyorum,False,DIGER
kredisi,USD,konut,istiyorum,22,False,DIGER
istiyorum,konut,kredisi,22,ay,False,DIGER
22,kredisi,istiyorum,ay,içinde,True,VADE
ay,istiyorum,22,içinde,ödemek,False,DIGER
44000,<YOK>,<YOK>,TL,konut,True,TUTAR
TL,<YOK>,44000,konut,kredisi,False,DIGER
konut,44000,TL,kredisi,istiyorum,False,DIGER
istiyorum,konut,kredisi,ve,harcamalarım,False,DIGER
ve,kredisi,istiyorum,harcamalarım,17000,False,DIGER
harcamalarım,istiyorum,ve,17000,dolar,False,DIGER
17000,ve,harcamalarım,dolar,toplam,True,GIDER
dolar,harcamalarım,17000,toplam,gelirim,False,DIGER
toplam,17000,dolar,gelirim,63000,False,DIGER
gelirim,dolar,toplam,63000,TL,False,DIGER
63000,toplam,gelirim,TL,<YOK>,True,GELIR
TL,gelirim,63000,<YOK>,<YOK>,False,DIGER
49,<YOK>,<YOK>,aylık,ve,True,VADE
aylık,<YOK>,49,ve,aylık,False,DIGER
ve,49,aylık,aylık,gideri,False,DIGER
aylık,aylık,ve,gideri,6000,False,DIGER
gideri,ve,aylık,6000,$,False,DIGER
6000,aylık,gideri,$,olan,True,GIDER
$,gideri,6000,olan,birine,False,DIGER
olan,6000,$,birine,gelirim,False,DIGER
birine,$,olan,gelirim,107000,False,DIGER
gelirim,olan,birine,107000,euro,False,DIGER
107000,birine,gelirim,euro,<YOK>,True,GELIR
euro,gelirim,107000,<YOK>,<YOK>,False,DIGER
Yaklaşık,<YOK>,<YOK>,346000,TL,False,DIGER
346000,<YOK>,Yaklaşık,TL,bir,True,TUTAR
TL,Yaklaşık,346000,bir,kredi,False,DIGER
bir,346000,TL,kredi,istiyorum,False,DIGER
94000,<YOK>,<YOK>,geliri,olan,True,GELIR
geliri,<YOK>,94000,olan,birisi,False,DIGER
olan,94000,geliri,birisi,ve,False,DIGER
birisi,geliri,olan,ve,giderim,False,DIGER
ve,olan,birisi,giderim,58500,False,DIGER
giderim,birisi,ve,58500,$,False,DIGER
58500,ve,giderim,$,ve,True,GIDER
$,giderim,58500,ve,vade,False,DIGER
ve,58500,$,vade,olarak,False,DIGER
vade,$,ve,olarak,29,False,DIGER
ay,olarak,29,düşünüyorum,<YOK>,False,DIGER
düşünüyorum,29,ay,<YOK>,<YOK>,False,DIGER
521000,<YOK>,<YOK>,TL,kredi,True,TUTAR
TL,<YOK>,521000,kredi,kullanmak,False,DIGER
kredi,521000,TL,kullanmak,istiyorum,False,DIGER
kullanmak,TL,kredi,istiyorum,54,False,DIGER
istiyorum,kredi,kullanmak,54,ay,False,DIGER
54,kullanmak,istiyorum,ay,vade,True,VADE
ay,istiyorum,54,vade,ile,False,DIGER
Ortalama,<YOK>,<YOK>,10000,TL,False,DIGER
10000,<YOK>,Ortalama,TL,kazanç,True,GELIR
TL,Ortalama,10000,kazanç,sağlıyorum,False,DIGER
kazanç,10000,TL,sağlıyorum,<YOK>,False,DIGER
Birine,<YOK>,<YOK>,571500,kredi,False,DIGER
571500,<YOK>,Birine,kredi,öner,True,TUTAR
kredi,Birine,571500,öner,gideri,False,DIGER
öner,571500,kredi,gideri,14500,False,DIGER
gideri,kredi,öner,14500,dolar,False,DIGER
14500,öner,gideri,dolar,olan,True,GIDER
dolar,gideri,14500,olan,kişiye,False,DIGER
olan,14500,dolar,kişiye,ama,False,DIGER
kişiye,dolar,olan,ama,22,False,DIGER
ama,olan,kişiye,22,aylık,False,DIGER
22,kişiye,ama,aylık,vade,True,VADE
aylık,ama,22,vade,isteyen,False,DIGER
57500,<YOK>,<YOK>,geliri,var,True,GELIR
geliri,<YOK>,57500,var,ve,False,DIGER
var,57500,geliri,ve,giderim,False,DIGER
ve,geliri,var,giderim,12000,False,DIGER
giderim,var,ve,12000,euro,False,DIGER
12000,ve,giderim,euro,288500,True,GIDER
euro,giderim,12000,288500,kredi,False,DIGER
288500,12000,euro,kredi,istiyorum,True,TUTAR
kredi,euro,288500,istiyorum,<YOK>,False,DIGER
istiyorum,288500,kredi,<YOK>,<YOK>,False,DIGER
ay,<YOK>,47,vadeyle,elime,False,DIGER
vadeyle,47,ay,elime,27500,False,DIGER
elime,ay,vadeyle,27500,euro,False,DIGER
27500,vadeyle,elime,euro,geçiyor,True,GELIR
euro,elime,27500,geçiyor,<YOK>,False,DIGER
geçiyor,27500,euro,<YOK>,<YOK>,False,DIGER
Aylık,<YOK>,<YOK>,gideri,14000,False,DIGER
gideri,<YOK>,Aylık,14000,TL,False,DIGER
14000,Aylık,gideri,TL,olan,True,GIDER
TL,gideri,14000,olan,birine,False,DIGER
olan,14000,TL,birine,ama,False,DIGER
birine,TL,olan,ama,318500,False,DIGER
ama,olan,birine,318500,euro,False,DIGER
318500,birine,ama,euro,çekmek,True,TUTAR
euro,ama,318500,çekmek,istiyorum,False,DIGER
çekmek,318500,euro,istiyorum,<YOK>,False,DIGER
51,<YOK>,<YOK>,aylık,vade,True,VADE
aylık,<YOK>,51,vade,isteyen,False,DIGER
birine,vade,isteyen,ve,55500,False,DIGER
ve,isteyen,birine,55500,gideri,False,DIGER
55500,birine,ve,gideri,bulunan,True,GIDER
gideri,ve,55500,bulunan,birine,False,DIGER
bulunan,55500,gideri,birine,ve,False,DIGER
birine,gideri,bulunan,ve,gelirim,False,DIGER
ve,bulunan,birine,gelirim,147000,False,DIGER
gelirim,birine,ve,147000,<YOK>,False,DIGER
147000,ve,gelirim,<YOK>,<YOK>,True,GELIR
59,<YOK>,<YOK>,ay,vadeyle,True,VADE
ay,<YOK>,59,vadeyle,69000,False,DIGER
vadeyle,59,ay,69000,kazanan,False,DIGER
69000,ay,vadeyle,kazanan,birine,True,GELIR
kazanan,vadeyle,69000,birine,ama,False,DIGER
birine,69000,kazanan,ama,talep,False,DIGER
ama,kazanan,birine,talep,ettiğim,False,DIGER
ettiğim,ama,talep,tutar,564500,False,DIGER
tutar,talep,ettiğim,564500,$,False,DIGER
564500,ettiğim,tutar,$,<YOK>,True,TUTAR
$,tutar,564500,<YOK>,<YOK>,False,DIGER
vade,17,ay,düşünüyorum,yaklaşık,False,DIGER
düşünüyorum,ay,vade,yaklaşık,477500,False,DIGER
yaklaşık,vade,düşünüyorum,477500,TL,False,DIGER
477500,düşünüyorum,yaklaşık,TL,bir,True,TUTAR
TL,yaklaşık,477500,bir,kredi,False,DIGER
bir,477500,TL,kredi,istiyorum,False,DIGER
kredi,TL,bir,istiyorum,37000,False,DIGER
istiyorum,bir,kredi,37000,gideri,False,DIGER
37000,kredi,istiyorum,gideri,olan,True,GIDER
gideri,istiyorum,37000,olan,biri,False,DIGER
olan,37000,gideri,biri,<YOK>,False,DIGER
Gideri,<YOK>,<YOK>,36500,olan,False,DIGER
36500,<YOK>,Gideri,olan,kişiye,True,GIDER
olan,Gideri,36500,kişiye,ve,False,DIGER
kişiye,36500,olan,ve,135500,False,DIGER
ve,olan,kişiye,135500,USD,False,DIGER
135500,kişiye,ve,USD,maaş,True,GELIR
USD,ve,135500,maaş,alıyorum,False,DIGER
maaş,135500,USD,alıyorum,443000,False,DIGER
alıyorum,USD,maaş,443000,dolar,False,DIGER
443000,maaş,alıyorum,dolar,kredi,True,TUTAR
dolar,alıyorum,443000,kredi,kullanmak,False,DIGER
kredi,443000,dolar,kullanmak,istiyorum,False,DIGER
ay,<YOK>,49,vadeyle,aylık,False,DIGER
vadeyle,49,ay,aylık,83500,False,DIGER
aylık,ay,vadeyle,83500,TL,False,DIGER
83500,vadeyle,aylık,TL,kazanıyorum,True,GELIR
TL,aylık,83500,kazanıyorum,<YOK>,False,DIGER
kazanıyorum,83500,TL,<YOK>,<YOK>,False,DIGER
Harcaması,<YOK>,<YOK>,71000,dolar,False,DIGER
71000,<YOK>,Harcaması,dolar,olan,True,GIDER
dolar,Harcaması,71000,olan,biri,False,DIGER
olan,71000,dolar,biri,<YOK>,False,DIGER
biri,dolar,olan,<YOK>,<YOK>,False,DIGER
ettiğim,<YOK>,Talep,tutar,39500,False,DIGER
tutar,Talep,ettiğim,39500,dolar,False,DIGER
39500,ettiğim,tutar,dolar,20,True,TUTAR
dolar,tutar,39500,20,ay,False,DIGER
20,39500,dolar,ay,vade,True,VADE
ay,dolar,20,vade,ile,False,DIGER
80000,<YOK>,<YOK>,tutarında,kredi,True,TUTAR
tutarında,<YOK>,80000,kredi,istiyorum,False,DIGER
kredi,80000,tutarında,istiyorum,ve,False,DIGER
ve,kredi,istiyorum,aylık,109500,False,DIGER
aylık,istiyorum,ve,109500,TL,False,DIGER
109500,ve,aylık,TL,kazanıyorum,True,GELIR
TL,aylık,109500,kazanıyorum,ama,False,DIGER
kazanıyorum,109500,TL,ama,79000,False,DIGER
ama,TL,kazanıyorum,79000,gideri,False,DIGER
79000,kazanıyorum,ama,gideri,olan,True,GIDER
gideri,ama,79000,olan,birisi,False,DIGER
olan,79000,gideri,birisi,<YOK>,False,DIGER
ay,<YOK>,20,vade,ile,False,DIGER
vade,20,ay,ile,ve,False,DIGER
toplam,ile,ve,gelirim,38000,False,DIGER
gelirim,ve,toplam,38000,TL,False,DIGER
38000,toplam,gelirim,TL,72500,True,GELIR
TL,gelirim,38000,72500,TL,False,DIGER
72500,38000,TL,TL,gideri,True,GIDER
TL,TL,72500,gideri,olan,False,DIGER
gideri,72500,TL,olan,birine,False,DIGER
514500,<YOK>,<YOK>,euro,ihtiyaç,True,TUTAR
euro,<YOK>,514500,ihtiyaç,kredisi,False,DIGER
ihtiyaç,514500,euro,kredisi,istiyorum,False,DIGER
kredisi,euro,ihtiyaç,istiyorum,4,False,DIGER
istiyorum,ihtiyaç,kredisi,4,aylık,False,DIGER
4,kredisi,istiyorum,aylık,vade,True,VADE
aylık,istiyorum,4,vade,isteyen,False,DIGER
birine,vade,isteyen,maaşım,94500,False,DIGER
maaşım,isteyen,birine,94500,euro,False,DIGER
94500,birine,maaşım,euro,<YOK>,True,GELIR
euro,maaşım,94500,<YOK>,<YOK>,False,DIGER
Giderim,<YOK>,<YOK>,civarında,65000,False,DIGER
civarında,<YOK>,Giderim,65000,TL,False,DIGER
65000,Giderim,civarında,TL,185000,True,GIDER
TL,civarında,65000,185000,TL,False,DIGER
185000,65000,TL,TL,kredi,True,TUTAR
TL,TL,185000,kredi,istiyorum,False,DIGER
kredi,185000,TL,istiyorum,ve,False,DIGER
istiyorum,TL,kredi,ve,vade,False,DIGER
ve,kredi,istiyorum,vade,olarak,False,DIGER
vade,istiyorum,ve,olarak,39,False,DIGER
olarak,ve,vade,39,ay,False,DIGER
91000,<YOK>,<YOK>,TL,geliri,True,GELIR
TL,<YOK>,91000,geliri,var,False,DIGER
geliri,91000,TL,var,aylık,False,DIGER
var,TL,geliri,aylık,giderlerim,False,DIGER
aylık,geliri,var,giderlerim,74500,False,DIGER
giderlerim,var,aylık,74500,€,False,DIGER
74500,aylık,giderlerim,€,26,True,GIDER
€,giderlerim,74500,26,ay,False,DIGER
26,74500,€,ay,vadeyle,True,VADE
ay,€,26,vadeyle,birine,False,DIGER
vadeyle,26,ay,birine,537000,False,DIGER
birine,ay,vadeyle,537000,TL,False,DIGER
537000,vadeyle,birine,TL,kredi,True,TUTAR
TL,birine,537000,kredi,öner,False,DIGER
kredi,537000,TL,öner,<YOK>,False,DIGER
ettiğim,<YOK>,Talep,tutar,398000,False,DIGER
tutar,Talep,ettiğim,398000,TL,False,DIGER
398000,ettiğim,tutar,TL,32000,True,TUTAR
TL,tutar,398000,32000,geliri,False,DIGER
32000,398000,TL,geliri,olan,True,GELIR
geliri,TL,32000,olan,biri,False,DIGER
olan,32000,geliri,biri,ve,False,DIGER
biri,geliri,olan,ve,harcamalarım,False,DIGER
ve,olan,biri,harcamalarım,57000,False,DIGER
harcamalarım,biri,ve,57000,dolar,False,DIGER
57000,ve,harcamalarım,dolar,<YOK>,True,GIDER
dolar,harcamalarım,57000,<YOK>,<YOK>,False,DIGER
Toplam,<YOK>,<YOK>,gelirim,54000,False,DIGER
gelirim,<YOK>,Toplam,54000,ve,False,DIGER
54000,Toplam,gelirim,ve,harcamalarım,True,GELIR
ve,gelirim,54000,harcamalarım,11500,False,DIGER
harcamalarım,54000,ve,11500,€,False,DIGER
11500,ve,harcamalarım,€,54,True,GIDER
€,harcamalarım,11500,54,ay,False,DIGER
54,11500,€,ay,vade,True,VADE
ay,€,54,vade,düşünüyorum,False,DIGER
Yaklaşık,<YOK>,<YOK>,78500,TL,False,DIGER
78500,<YOK>,Yaklaşık,TL,bir,True,TUTAR
TL,Yaklaşık,78500,bir,kredi,False,DIGER
bir,78500,TL,kredi,istiyorum,False,DIGER
45,istiyorum,ve,ay,vade,True,VADE
ay,ve,45,vade,düşünüyorum,False,DIGER
29000,<YOK>,<YOK>,euro,kazanan,True,GELIR
euro,<YOK>,29000,kazanan,birine,False,DIGER
kazanan,29000,euro,birine,giderim,False,DIGER
birine,euro,kazanan,giderim,civarında,False,DIGER
giderim,kazanan,birine,civarında,15000,False,DIGER
civarında,birine,giderim,15000,TL,False,DIGER
15000,giderim,civarında,TL,<YOK>,True,GIDER
TL,civarında,15000,<YOK>,<YOK>,False,DIGER
302500,<YOK>,<YOK>,euro,ihtiyaç,True,TUTAR
euro,<YOK>,302500,ihtiyaç,kredisi,False,DIGER
ihtiyaç,302500,euro,kredisi,istiyorum,False,DIGER
istiyorum,ihtiyaç,kredisi,ama,14,False,DIGER
ama,kredisi,istiyorum,14,ay,False,DIGER
14,istiyorum,ama,ay,vadeyle,True,VADE
ay,ama,14,vadeyle,<YOK>,False,DIGER
Giderim,<YOK>,<YOK>,67500,birine,False,DIGER
67500,<YOK>,Giderim,birine,17500,True,GIDER
birine,Giderim,67500,17500,dolar,False,DIGER
17500,67500,birine,dolar,kredi,True,TUTAR
dolar,birine,17500,kredi,öner,False,DIGER
kredi,17500,dolar,öner,ve,False,DIGER
öner,dolar,kredi,ve,aylık,False,DIGER
ve,kredi,öner,aylık,63500,False,DIGER
aylık,öner,ve,63500,kazanıyorum,False,DIGER
63500,ve,aylık,kazanıyorum,<YOK>,True,GELIR
kazanıyorum,aylık,63500,<YOK>,<YOK>,False,DIGER
Ortalama,<YOK>,<YOK>,76000,$,False,DIGER
76000,<YOK>,Ortalama,$,kazanç,True,GELIR
$,Ortalama,76000,kazanç,sağlıyorum,False,DIGER
kazanç,76000,$,sağlıyorum,ama,False,DIGER
sağlıyorum,$,kazanç,ama,17,False,DIGER
ama,kazanç,sağlıyorum,17,ay,False,DIGER
17,sağlıyorum,ama,ay,vade,True,VADE
ay,ama,17,vade,ile,False,DIGER
vade,17,ay,ile,<YOK>,False,DIGER
69500,<YOK>,<YOK>,gideri,olan,True,GIDER
gideri,<YOK>,69500,olan,biri,False,DIGER
olan,69500,gideri,biri,274500,False,DIGER
biri,gideri,olan,274500,tutarında,False,DIGER
274500,olan,biri,tutarında,kredi,True,TUTAR
tutarında,biri,274500,kredi,istiyorum,False,DIGER
kredi,274500,tutarında,istiyorum,<YOK>,False,DIGER
26,<YOK>,<YOK>,ay,vadeli,True,VADE
ay,<YOK>,26,vadeli,ama,False,DIGER
vadeli,26,ay,ama,gelirim,False,DIGER
ama,ay,vadeli,gelirim,ise,False,DIGER
gelirim,vadeli,ama,ise,70500,False,DIGER
ise,ama,gelirim,70500,<YOK>,False,DIGER
70500,gelirim,ise,<YOK>,<YOK>,True,GELIR
375000,<YOK>,<YOK>,dolar,çekmek,True,TUTAR
dolar,<YOK>,375000,çekmek,istiyorum,False,DIGER
çekmek,375000,dolar,istiyorum,gideri,False,DIGER
istiyorum,dolar,çekmek,gideri,49000,False,DIGER
gideri,çekmek,istiyorum,49000,olan,False,DIGER
49000,istiyorum,gideri,olan,kişiye,True,GIDER
olan,gideri,49000,kişiye,ve,False,DIGER
kişiye,49000,olan,ve,12,False,DIGER
ve,olan,kişiye,12,ay,False,DIGER
12,kişiye,ve,ay,vadeli,True,VADE
ay,ve,12,vadeli,<YOK>,False,DIGER
145500,<YOK>,<YOK>,euro,geliri,True,GELIR
euro,<YOK>,145500,geliri,olan,False,DIGER
geliri,145500,euro,olan,birine,False,DIGER
olan,euro,geliri,birine,68500,False,DIGER
birine,geliri,olan,68500,gideri,False,DIGER
68500,olan,birine,gideri,olan,True,GIDER
gideri,birine,68500,olan,birine,False,DIGER
olan,68500,gideri,birine,ama,False,DIGER
birine,gideri,olan,ama,yaklaşık,False,DIGER
ama,olan,birine,yaklaşık,374500,False,DIGER
yaklaşık,birine,ama,374500,$,False,DIGER
374500,ama,yaklaşık,$,bir,True,TUTAR
$,yaklaşık,374500,bir,kredi,False,DIGER
bir,374500,$,kredi,istiyorum,False,DIGER
32,<YOK>,<YOK>,ay,içinde,True,VADE
ay,<YOK>,32,içinde,ödemek,False,DIGER
50000,<YOK>,<YOK>,geliri,var,True,GELIR
geliri,<YOK>,50000,var,74000,False,DIGER
var,50000,geliri,74000,gideri,False,DIGER
74000,geliri,var,gideri,olan,True,GIDER
gideri,var,74000,olan,birine,False,DIGER
olan,74000,gideri,birine,<YOK>,False,DIGER
ay,<YOK>,18,vadeyle,ama,False,DIGER
vadeyle,18,ay,ama,42500,False,DIGER
ama,ay,vadeyle,42500,dolar,False,DIGER
